;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25
11;29.93318322;29.47637142;31.56605145;31.19862971;30.73447746;29.96636097;30.46778807;30.16081873;29.78398058;30.37205276;29.96964925;31.93866307;30.20918502;30.59446473;31.19764159;30.05538385;31.47358997;31.1973715;31.54646704;30.90781198;30.26194481;30.53180855;31.1621053;30.97584943;31.52895327
12;29.38360676;30.18738732;30.7008914;30.61051371;29.69656719;30.91466608;30.87545556;30.43823011;30.22859621;30.35534106;30.6523018;30.56973834;29.90717105;30.32024189;30.57742326;29.78518784;30.6934284;30.92454454;31.03692219;30.74188606;29.70693597;30.72163248;30.96932523;30.6153993;30.41777011
13;29.4176246;29.09088719;28.96771656;30.7109506;29.84832952;29.32514465;29.5346514;29.20624542;29.38129801;29.91298413;30.22841007;29.97246482;29.80777725;30.64191956;29.77559456;28.90453995;29.30774694;30.20539987;29.98709029;30.4325114;29.64467762;29.47574417;29.16893177;29.29025442;30.09953204
14;29.31422828;29.03666573;29.01891726;29.52489131;30.11471039;29.1815031;29.17929909;29.28104715;29.45568869;29.15845695;29.11579442;28.98949174;28.99144871;29.70014551;29.22990667;29.86228719;29.31028457;29.43684849;29.12356354;30.23547997;30.02162733;29.30053563;29.47434815;29.32454978;29.86098247
15;26.74807296;26.27922073;27.26492288;26.73425032;27.23108619;26.89214668;27.99947142;27.71354631;26.61147969;27.54428219;26.61859134;27.0526503;27.60732578;26.22335243;26.8961043;26.37874349;27.63278359;27.65705834;27.92850368;27.8828987;25.62639476;27.2974818;27.07370382;26.97321136;28.36005179
16;22.71422628;18.32631254;19.07503826;24.90454711;22.48882039;21.96987073;16.9446441;21.42147308;21.04102931;17.85615535;21.06109584;22.26093194;23.5463445;21.70419414;24.77932553;25.30440128;22.67003878;23.26361169;21.76045907;18.39534518;21.08077663;24.74149941;24.00795848;25.45475679;24.16919612
17;19.9131647;23.04061256;20.22302258;21.10333704;19.87709853;22.89143892;21.12786281;20.82455086;21.77132319;21.72216453;22.74405313;24.76476555;21.37691053;23.76351164;21.45256914;21.16142814;19.11007274;21.386237;21.78071525;19.96536487;21.38292578;20.66425534;24.75316709;23.54633815;21.83396508
18;26.71795117;27.29005992;27.09880562;25.7837216;27.67918033;27.57293109;27.83136285;25.75956283;25.71308338;26.56279647;27.52594907;26.73456529;27.36509037;27.68431497;26.5048748;27.71697239;27.84502462;26.87721328;26.28167397;26.84895316;26.01971054;26.60874252;26.36197509;27.01024575;26.86235717
19;26.11626251;27.1966713;26.52313565;25.88882578;25.80841726;28.11925825;26.05272537;26.91124953;26.11243012;26.66795781;27.34577786;26.34490547;26.15137661;26.56408492;27.87887834;26.72987604;27.09994514;26.23117836;25.80709896;27.19250772;26.35641152;27.20318774;27.25393512;27.04646135;26.47392025
20;28.5633737;28.89678768;28.99756182;28.98614641;29.24260468;28.01503272;28.51921762;29.18515316;28.19071618;29.33951602;28.81982518;29.12100674;28.93180506;29.08442707;29.15026342;28.82958618;28.86936593;28.71182555;28.42272959;28.63299774;28.53609571;28.66552451;28.31235555;28.87260214;28.73437527
21;25.42276626;26.77983607;23.88917723;24.54288974;26.0673336;27.42168363;26.38029236;24.47524539;25.7940365;23.40831605;26.9988053;27.9599136;28.38927121;26.59940134;27.15892048;24.29847671;25.36125201;27.29947977;26.81529377;26.05203601;26.49118525;27.98190595;25.9142982;26.06706531;24.76082988
22;21.17998598;20.40522169;19.96032543;22.53953633;21.65816726;22.14072216;21.77657555;23.9069362;20.40599962;22.91361149;19.60820228;20.20677435;19.5940623;22.01372871;23.42903914;20.09520742;23.56175107;19.41469164;19.66881999;22.63762303;22.02545813;23.77905215;22.00520635;22.60120703;21.82108089
23;22.04554549;24.68169002;23.11075827;25.14643094;23.27297803;25.09641471;24.58734894;24.23974351;25.01421022;22.90959374;25.72588504;22.49826766;24.45985599;24.36626708;22.9840138;25.58235018;25.1999708;24.21329783;23.64906088;23.4067241;26.69802125;22.86569648;21.77480908;23.34792745;23.0587699
24;27.94629779;28.9540262;28.63179437;27.04811184;28.68671004;27.71340861;27.30097994;27.64287028;26.84664888;28.13052735;26.47343698;27.59522598;27.50054378;28.13227541;28.01097776;27.8674349;26.87841503;29.59367168;29.64118781;28.34910479;27.23617712;27.96134781;29.71322145;28.55864365;28.20877551
25;30.91405714;30.71108223;30.0531089;30.34524031;30.34497494;29.86147906;31.13180899;31.16758519;29.8862839;30.89970748;29.88023729;29.04442231;29.70929793;30.21810526;30.17551921;30.17791054;29.74826042;29.90092142;30.51903823;30.44920966;32.9603556;31.2493808;30.28622139;29.96520332;29.92076311
26;29.77905955;29.91705728;30.78725377;30.38066067;30.17914713;30.49602104;30.14059669;29.63154935;30.37370543;30.18251172;29.54202857;30.05116671;29.42987516;30.02370728;29.71903463;30.08668114;29.7410573;30.40957891;29.96386234;29.44572096;30.80180327;29.81390554;29.92574812;29.70155721;29.75996683
27;28.62541677;28.662132;28.36235295;25.62763592;26.62866995;27.85562271;28.34236464;27.18747519;28.07922377;28.395393;26.03691073;26.56541676;27.42086248;25.85179144;26.8144241;26.42573558;26.9659917;27.32619092;26.86907327;27.06784927;28.67492857;27.4099373;27.39165383;28.4057152;28.60821045
28;27.23225293;30.31870453;29.08403225;29.77768786;29.64744677;26.0850913;28.73796374;28.94375136;28.51030228;28.07826123;28.46032547;30.44607029;28.66476276;28.4906925;29.71195525;27.6453013;27.64741209;30.74782172;31.42236655;31.1104982;29.38876994;29.79194034;29.19443252;28.74837332;30.28110449
29;21.67484763;23.9237167;20.92499804;22.75650184;23.20487825;23.47758182;22.50103753;25.20140574;23.77386183;23.7950517;21.35732884;24.89582314;23.74264515;23.72687417;23.38843615;20.6525525;21.41261418;22.66167865;23.24924114;23.088009;20.74709021;22.51760641;21.98101259;24.26907684;22.0672211
30;28.44184987;29.18990918;28.24983859;28.63798198;28.23216763;28.63201097;30.27862841;29.68937693;29.44107821;30.09408263;28.45798592;28.47546596;28.9664072;28.36299749;28.49776799;28.54167147;28.33301112;29.55602698;28.11900879;28.77398722;29.12485535;27.9369647;28.78084514;28.39176846;29.496146
31;26.90093935;28.080707;27.81797991;27.52623748;26.49866982;28.72604061;27.31364286;28.61222436;27.60543264;28.073724;27.67023238;27.92928366;28.24523589;28.43856375;27.25321603;27.98741783;27.36733259;27.85675223;28.05391247;26.71897623;26.72508773;27.89013608;27.12915089;27.16427313;28.02169782
32;27.27810149;26.89827697;27.78961576;26.81223068;27.6444811;28.23030195;27.21389537;27.66067576;28.24919258;26.96675551;27.75647569;26.90976199;27.69186745;27.28089269;27.7041879;27.66271162;28.56830909;28.33599116;26.71828853;27.24457535;27.92319619;27.22213408;26.62293304;28.2962448;28.31039069
33;29.42345589;29.27118165;29.47677959;29.65632901;29.91331439;29.09262727;29.5634069;29.34209996;29.89928519;29.82401298;29.04852714;28.95984961;29.74956552;29.40308818;29.25819212;28.6778083;29.23194909;29.21185915;29.60298104;28.74098484;28.95629443;29.85859273;30.27343228;29.57334262;29.91261978
34;30.15916308;31.8122903;30.37892538;30.93582849;30.85695482;31.06157142;31.54244662;32.13598738;30.37497912;32.18588274;29.76639947;31.2405556;31.60428409;31.17756397;30.92103409;31.0425532;30.61003112;30.79462583;28.86255715;29.25116244;30.72904661;30.5740769;31.19537525;31.21354057;31.30136117
35;26.68968324;28.58175712;27.93347864;27.96746071;27.53925435;27.45601379;27.82188569;28.35880813;28.69332607;28.46356491;27.12828274;27.53560197;28.45905277;28.20209462;27.11464731;26.87454869;27.11788467;28.03450419;28.49831051;27.92832347;27.1181272;27.11629668;27.64503537;27.4067136;28.44539979
36;27.36959201;27.99986805;29.07199852;28.33506926;28.60225908;29.69281881;28.38647854;28.5156924;28.35671943;28.1748223;28.97153586;28.7302553;28.98384907;28.60802248;29.53948378;26.20753886;28.54071739;28.35448717;28.64595117;28.18904192;28.40555192;28.16177366;28.51563232;28.48859469;28.36386837
37;22.79045725;20.70719748;21.73372811;20.93602477;22.33770735;22.66490316;23.24477626;23.0540504;21.589714;24.98811868;23.72281874;23.8561129;23.84333039;23.76676818;22.89557497;22.12894836;23.3144677;24.97962191;23.48409623;22.3524278;24.33151456;22.1232978;22.9925161;22.75372684;20.69086111
38;27.91503301;29.97178181;29.59676752;29.67465622;29.46541579;30.5500916;29.50127463;29.56153754;30.85746259;29.14274862;30.27386645;29.63286814;28.55407413;30.15723385;29.88190769;30.15494171;29.08982554;30.20115738;29.77144537;30.54467929;30.13833566;30.85353552;30.17386679;30.58097998;30.47134929
39;30.14202629;30.75044016;30.41511524;31.12143417;30.50128529;30.6490939;30.61071128;30.18007471;30.43938927;30.13141788;29.77683839;30.53373874;30.45612776;30.36894954;30.32860191;29.2118795;30.3497695;29.91088639;30.20300717;30.85874123;31.03912476;30.52408355;31.7050581;29.77770306;30.94932399
40;30.02064669;29.47803191;30.83177832;30.41199037;29.73052036;29.75812875;30.06603467;29.26276283;29.34318477;29.99700846;29.59202651;30.00298798;30.25453688;29.69585339;30.53953844;29.85594848;30.30463103;30.0397562;30.33892259;30.27145134;30.51735473;29.23423329;30.61598271;30.28845201;29.40130419
41;29.32330501;30.52319099;29.55413792;29.17970598;28.84810637;29.67978529;28.59290163;25.74968472;28.53902276;26.84543981;29.3589564;29.41829211;29.89082972;27.73622541;29.73404897;29.02161685;30.3758216;28.87381344;28.1981402;28.96756229;27.75638314;26.98153022;27.80241794;27.17491324;30.15203258
42;29.35476689;30.63824931;30.59966205;30.52278568;30.42994638;30.77231879;30.94301767;30.73098253;30.77396792;30.92839812;29.76231924;31.01095002;30.43150141;31.14456126;30.89134027;30.3912864;31.24413285;31.19835871;31.53163905;31.2657467;30.99665959;31.4916525;31.41563591;31.37874767;31.7971741
43;26.35283699;28.12438063;28.86068402;29.20681116;27.32989534;28.56116967;28.46987275;27.97811219;28.61839902;28.46325884;27.61006272;28.75347846;28.48413733;28.64997255;28.79404327;28.72265402;28.37419802;28.62426627;28.45414933;29.75793181;27.69957448;28.88283012;28.57940484;28.82698853;28.57711206
44;29.15497781;29.11427036;29.24883559;29.21475373;29.22119361;28.53462165;28.84506808;29.25479241;28.76944128;28.59910373;28.58216161;28.7521205;29.03000107;28.93543897;29.79723049;28.2353323;28.45002448;28.63172355;28.94689485;28.71302983;29.4748751;28.56743019;29.53507341;29.04602289;28.65585174
45;29.27101207;29.13548556;29.29362374;29.54727654;29.54917017;29.96481032;30.63370485;29.11929318;30.02403352;29.83261675;29.75226131;29.54071042;30.38949615;29.91560132;29.86715819;29.55783449;29.42189689;29.45516665;29.65543046;29.75846663;30.53989219;29.79948893;30.67024252;30.3409649;30.34109516
46;30.2652779;30.04080448;30.94513111;30.4223022;30.38271411;31.0829383;30.96013336;30.50377416;31.27359079;32.03005582;30.41125206;32.88147175;31.09301515;31.1456485;33.12995203;31.10770185;31.18365701;30.96628738;30.89692743;31.01876309;31.06376894;29.5985888;30.74391122;30.89608451;32.02275613
47;29.24427948;29.72051818;31.81244858;29.25585597;30.62179069;30.65761486;29.09194597;29.39771519;30.11050119;30.49568446;29.39791427;29.09754258;29.55548275;29.25806877;29.30421513;31.83073383;28.28280518;28.31968286;28.50469948;27.87188543;28.96695272;28.8117061;29.07841547;28.94547633;28.51733971
48;27.28797051;28.17487781;27.42777596;27.98359285;27.17849455;27.5287541;26.46318146;27.6451166;27.4693905;26.6540608;28.02830146;26.60667812;26.01327945;27.27875958;26.78791796;27.26274237;27.14049412;27.3775795;28.0485465;27.34228372;27.03516776;26.62372841;27.27361584;27.16926175;27.10778962
49;25.65951259;25.62102092;26.22750835;26.0403928;25.70579205;25.83933792;26.51379436;24.98111457;26.59172869;27.618051;25.75422992;27.15392995;26.9402738;28.04049358;26.82103384;26.54966532;25.96517838;28.56485466;27.52446681;28.11261432;27.5452047;27.794868;26.82687739;27.82419205;27.13984952
50;26.98309483;27.15558894;26.64241532;27.65873525;25.62892531;26.64953666;26.51744403;26.2824129;27.07817197;25.57117772;26.38685074;25.43375507;26.29960932;25.69306883;25.72375272;26.57632766;26.37840684;25.70269106;26.71425311;26.71245574;26.67494079;26.6728192;25.7988535;26.93367752;25.17418197
51;28.50420371;28.30116816;28.04364284;28.35089599;28.4224855;28.72714803;28.21182299;28.19533316;28.78493143;29.04404298;27.52908479;28.16430013;29.25705135;27.17418079;28.8805412;27.6909314;27.01827906;27.0001418;28.0598305;27.79062547;28.37289633;28.76354944;28.46394728;28.70747371;28.32477772
52;27.26427007;28.04384572;28.51644359;28.24005276;28.528319;28.03651978;27.9594202;28.21854202;28.25214741;29.16551762;27.30142449;27.75888814;28.84749766;29.02126468;28.60585956;26.95232572;28.007378;28.29315324;28.11308368;28.76448829;28.2719563;27.98653025;27.80442492;28.02471264;28.3355614
53;29.74451475;29.47712613;29.8105279;29.93834292;31.18024099;30.8279901;30.96749379;30.87484071;32.84956097;30.56775988;30.53815727;30.30431088;30.45178533;30.32163384;30.43023472;30.81782928;32.35040053;31.14363882;30.30330117;31.04189994;29.93225014;30.00716496;31.15742844;30.23339377;30.46377924
54;30.87254955;31.21506378;31.51540411;31.39329986;31.17412149;31.42378212;31.48879052;31.22330066;31.04033764;31.49760193;30.59538707;31.11813377;31.65375551;31.74400346;31.05045507;31.23365372;31.33472482;31.53030952;31.68434046;31.53243095;30.94981255;31.28872223;31.40096331;31.34112718;31.4605966
55;26.99290535;27.87920596;26.88811183;26.58437578;26.01464375;26.65409113;27.30742619;27.96536097;25.6683246;27.67029871;26.60878154;25.04410391;26.20821052;26.82087911;27.63516877;27.48928491;26.4254692;26.96364417;27.21439888;26.87002553;27.81361357;26.6874527;25.67091679;25.73673097;27.51985719
56;28.77506154;29.37000223;29.57666692;29.03515076;29.29079514;29.47872824;29.53590782;29.78319493;30.13420273;30.06502348;28.85337702;29.26716449;29.18082502;29.26940913;30.15596477;29.53247031;29.43779361;28.88475869;29.58995594;30.04814133;29.12695238;28.89289333;31.89096238;28.62496809;29.12334185
57;29.44446599;30.23064966;30.47609953;30.13790325;30.42708265;31.02807335;30.2739563;30.56389979;29.64622342;30.22199166;30.03584736;30.59337617;29.71078396;29.67375503;30.00082569;29.97874757;30.0541777;30.71992833;30.24875107;30.27066351;30.34612043;30.99669033;30.10812408;29.61826818;29.8937734
58;28.08959986;27.77088743;28.4835504;28.65265253;28.44843033;28.66533286;27.56889004;29.37272;27.92560036;27.66551916;27.73827888;27.14225312;28.58037346;27.62502337;28.38478468;28.71127506;27.882223;27.74627585;27.88340345;28.06890044;29.02515698;28.35845053;27.75056687;27.78183567;28.14060288
59;27.52991749;28.18440374;27.02758493;26.55388443;27.8341957;27.55790662;28.76285857;28.38851491;28.13329114;26.7350435;27.5557549;27.70951453;28.24113617;28.05870038;28.05769901;27.79128106;27.77816401;27.31863887;27.66845695;27.04042762;28.15370342;27.86374143;27.87594601;27.54378541;28.36451837
60;27.17500255;28.04684463;27.82455193;27.83543761;26.74935997;27.81392077;27.45988069;27.35493604;27.74746494;27.3940318;27.53217183;27.66084573;27.62818514;26.95782765;27.22591904;27.37433933;26.46940714;28.00636137;27.81427412;27.66071584;28.10181512;27.45022743;27.24094507;26.9763168;28.39202571
61;28.87649333;28.85727754;29.38859286;29.17339584;29.50992094;30.11780084;29.04328374;28.89715529;29.76457014;29.77249008;29.24798166;31.27253091;29.56961098;29.48972839;29.93407298;29.14110978;29.60171852;29.59146556;29.32434488;29.29694831;30.05331449;30.17528732;29.97505981;30.52666574;29.8500275
62;28.57729367;28.35953124;29.34195468;29.90149371;27.88057577;28.42682414;28.7661364;28.25685283;27.48872246;27.74824931;28.70896528;28.91520248;29.40912578;28.41343782;29.01591653;27.01652526;28.54991983;27.33583483;25.99086579;27.05949762;27.78100084;30.50289016;27.85840691;29.88092464;27.16685814
63;27.15817143;28.34439508;28.147123;27.47412435;27.14752218;27.88715977;27.64155123;27.88029086;27.9012493;27.93749858;27.44772041;28.25242477;28.43250127;27.4723417;28.41433577;28.33544407;28.97205866;27.33020913;27.91284575;27.7614256;27.35556094;27.95775399;27.92970651;27.91289315;27.85433278
64;26.6600442;29.25579763;29.8685337;30.06058983;28.85745092;27.86498519;28.09782248;28.82509074;28.98849168;29.03921466;29.03410955;29.51321468;29.08202504;29.2760714;29.76212906;28.67620058;28.60359189;30.54061706;29.91947501;29.70940375;28.99466569;30.27726519;30.50066107;29.13719283;29.45701529
65;30.31105154;28.6451226;28.88830043;29.47507733;29.26819582;30.03059365;29.28412645;29.44594431;29.97911552;30.12929229;29.76283632;29.42940144;30.16329954;29.25396208;29.66435652;29.86398196;29.93010382;30.08997142;29.83305874;30.01053065;29.27892004;29.48648472;29.73559489;29.34405293;31.93959661
66;26.9447101;27.27944914;27.56981669;27.39799907;27.37694126;27.46001483;27.40977938;28.52449157;27.92729329;28.17053125;27.20227733;27.3555837;27.82978208;28.4858038;28.9161096;27.66171438;27.24696771;27.82577642;27.01211822;27.20866404;27.8548468;26.74529227;26.74855237;28.64153101;27.61650765
67;27.67450084;27.763862;27.89532464;28.73965044;29.02617335;28.73554097;29.01608272;27.20325875;28.67841365;28.86810326;28.16044777;28.71340862;28.94021555;28.69529086;28.42222617;28.7069041;28.65613229;28.84301984;28.56514966;28.78864232;28.11993312;28.96284777;29.01663168;28.6780456;27.46697606
68;27.08377938;27.67606752;27.47881305;27.98274406;27.91968097;28.61518643;28.42226961;27.58635898;28.10328209;27.94961129;28.33386587;27.30203892;27.71329947;26.20962979;28.04112878;27.45335627;27.74950171;27.99578848;27.73792842;28.14649986;27.95012027;27.39654511;28.56716236;28.21905171;27.72646806
69;23.46140671;24.45675399;25.95606435;23.77834844;23.11460459;25.49907958;25.3174484;23.12067993;26.34322677;24.82456543;24.4953755;25.46564194;24.30978104;23.98073609;23.01732316;22.89358832;24.29802036;24.51593205;23.2865534;24.63975357;24.88167726;25.54263566;25.51845094;22.95326835;24.80889353
70;26.65044055;26.58781865;27.97900589;27.85144172;27.19501945;26.97581723;28.22185568;28.80513161;28.0870914;27.23240439;25.8347002;27.2211158;27.81201573;27.9261749;27.72036739;27.60517606;27.47801729;27.45729602;27.73179336;27.91783209;28.77328746;27.62461124;28.75438982;28.49132772;27.34423063
71;29.96517876;29.27025252;29.74099665;29.50772709;29.2918311;29.84688077;30.01085507;29.59585117;29.64126501;29.86399032;29.48427395;29.97842923;29.35102583;29.80606343;29.16395752;29.68628549;29.31964224;29.79171669;29.41450187;29.63708736;28.95311729;29.00124114;28.84227894;29.12956952;29.32575981
72;29.11822316;28.68799191;29.79931135;28.39768103;28.371602;28.5214264;28.82134161;27.53601612;29.17285772;28.93820622;27.98672923;28.95265242;28.45550478;28.41703294;28.28156551;28.83960737;29.03175647;29.77700984;27.38000247;29.16917552;27.0868403;28.03335531;27.81790267;29.06277788;27.97309982
73;27.82282684;28.19569301;27.87905578;27.44026981;27.82355425;27.86844207;28.09036274;27.5191275;26.79959214;27.45641455;26.46103868;27.78100908;27.42264965;27.68129423;26.92452963;28.49420183;27.85314726;27.01718856;26.67811717;27.05889331;27.83798644;27.28716897;27.65679551;27.29525319;26.14390547
74;28.21286175;27.66513459;26.76011221;27.90083738;27.25464541;28.88324514;27.94850212;28.0306532;27.89292768;28.78241981;27.99964186;29.76372343;29.01338576;28.69997535;27.90412791;27.63922279;28.32960339;27.96966493;27.50895032;27.65058687;26.19890343;28.15978202;28.09182054;26.98535158;26.52652006
75;30.03806262;30.02539505;28.81851411;28.96232883;29.30736718;28.6228913;29.63317522;28.93525456;29.46185145;28.35855057;27.55448361;27.70080349;27.58234401;28.66571591;28.45331256;28.65801328;27.65833725;28.35394302;28.87118024;29.70397511;28.23113787;28.49647531;28.37693418;29.39095568;29.76769006
76;28.25663229;29.19780939;31.28790368;30.09696601;30.10833223;30.86463351;30.3919148;30.70277641;29.74582855;30.57024144;30.41382277;30.28002656;29.09884867;30.48618674;29.29271533;31.47454428;30.18677923;30.21155024;30.19864833;30.24027272;29.18103171;29.32075883;29.32318535;29.80690795;29.82777413
77;27.78847186;27.98059035;28.07704167;27.70286281;28.56694279;28.41393926;28.23159992;28.50203146;29.31735041;28.42943984;26.94066167;28.7060307;28.54904138;29.23874149;29.01336366;28.24845553;28.18966843;28.6575931;28.44314785;28.5919712;26.35427965;28.40369165;29.29942148;28.0102497;28.61406799
78;29.68225945;30.1740466;31.14840092;29.91349138;29.69967576;30.60764101;29.66286464;31.31786952;30.04320325;29.76876402;29.73922081;29.50235012;30.24435003;29.99886047;30.22828345;29.62948249;30.20448337;30.34960843;30.25592297;29.87052869;28.54262124;29.11001073;30.08871988;31.07201218;30.74696694
79;27.05482917;27.97321921;29.32795531;28.2189713;28.06550737;28.31132172;27.74417047;27.59748142;27.48798763;28.41096264;27.9497278;27.57311492;28.79750535;27.35037876;29.37804419;27.76147729;28.63247069;27.4318083;27.70300322;27.64617193;27.73980873;28.40937271;28.44910409;28.28888047;29.10677001
80;26.81219949;28.38261804;28.76084596;27.98895522;27.84027508;29.17146864;27.64261302;28.34197068;28.63380248;28.09701396;27.49346888;28.3287955;28.2900992;28.42982293;28.37484692;28.48524936;28.69835272;27.92712386;27.75309073;27.6098275;27.59201908;27.21956974;28.12383455;27.76688633;28.27588663
81;27.52750998;28.24516349;29.0015986;27.30053365;27.58441383;27.881835;28.44362915;27.845951;28.04794575;28.08792116;28.00841511;29.06055092;27.54898145;27.76862965;28.06613836;27.48314111;29.98387647;28.30250275;29.37787801;28.42980479;27.38940024;29.59485962;28.95352187;29.40114322;28.47515224
82;30.76307217;30.89128517;30.82086536;30.84416021;31.03557943;30.9308458;31.53956403;31.58636071;31.50362299;31.76889479;30.78197171;30.71012792;31.06743216;30.68472253;32.07609769;31.00002569;31.41785375;31.563607;30.84331691;30.88777015;30.82286566;31.08677093;30.83820873;31.42201613;30.87842804
83;19.82196468;22.78307981;22.63590219;22.07804322;21.91647263;20.54206481;20.25684339;23.11958793;22.15100318;23.63073586;22.15589749;22.48609413;21.98478688;22.16158266;21.30240559;23.82351256;22.92483446;21.30801608;20.92523898;21.91791431;20.24710143;23.12619998;23.86515656;19.52654983;25.54960157
84;28.88541595;28.91046907;29.43648433;30.107393;29.54851533;29.87422789;29.41963786;28.88960766;28.9034869;30.04518369;28.69455339;29.18734276;30.13130047;29.99218476;30.89603488;29.89891803;29.43268506;28.81155601;28.75489085;29.94217107;28.94534648;29.70646948;28.2419029;29.00472381;30.10213429
85;28.76968581;29.01219206;28.55466196;28.76112298;29.17493241;29.23043009;29.41714873;29.60324773;29.59105385;29.6149566;29.7258173;29.27415256;28.98390129;30.03914448;29.24395806;29.31701936;29.42229089;29.02699797;29.1074166;29.80139283;29.71391464;29.4010095;29.2205417;29.06078198;29.44876236
86;27.22793337;26.33332613;28.0319225;28.48061867;28.47881584;29.3076202;28.91437012;28.64560345;28.29780617;27.95329182;28.59613542;28.48205267;28.66846496;28.23487962;28.80531672;29.12869327;28.19721959;28.71003157;28.89720436;29.04211715;26.98004233;28.14630212;28.1001207;28.20581318;27.94637978
87;29.38430221;29.11756415;27.59144852;27.31655134;27.33913797;26.50093261;27.03609438;28.08397123;27.83916198;27.88894019;27.78141979;26.8926584;27.35925853;26.20078417;27.35985282;28.0274093;28.23351285;28.56865671;28.97782079;28.36998344;27.09950123;27.68916347;27.29229288;28.11127322;27.35578106
88;28.606323;29.1216679;29.44496069;29.19687323;29.49428075;29.75201787;29.57230973;29.82923388;29.51654509;29.98485814;28.70148007;29.38303582;29.68283719;28.59408287;29.94265884;29.81042535;29.09161708;29.73371699;29.4427538;29.51209049;29.73346392;29.75551952;29.18271157;29.69446053;29.75876397
89;27.4960142;27.8867638;27.66527954;26.90333048;27.85525756;27.56699639;27.37706201;27.83467245;28.13161874;28.35359197;27.09349772;27.62034313;27.94610732;27.02519116;26.96441443;29.14103805;27.19069169;27.35071173;27.29214915;28.52721814;27.07258983;27.53798991;27.84169946;26.41337091;27.20524268
90;29.11095757;28.91660684;28.22286663;28.74796594;28.51743613;28.43826339;29.2229594;28.23820894;27.95961719;28.52086667;28.41435786;28.41873526;28.70646506;28.76475427;28.08322737;28.40094278;27.67309434;28.48535141;28.51045119;28.12833663;28.89037184;28.40587797;28.57415824;28.82655441;28.81362039
91;28.6348255;28.4644897;28.08105204;28.78475936;28.49655323;28.39092476;28.73375746;28.3596415;29.1776673;28.80122783;28.03390484;28.08031981;28.83134358;28.50539004;29.00445522;29.01923156;29.02583378;29.28931314;28.97698468;29.614547;27.8902152;28.47705303;28.17719862;28.97904059;28.72675593
